"Position","Model Name","Availability Date","Market Segment","Number of Seats","Range","Efficiency","Weight","Acceleration 0-100","1-Stop Range","Battery Capacity","Fastcharge Speed","Towing Capacity","Cargo Volume","Price per Range","Price in Germany","Price in Netherlands","Price in UK","Vehicle URL","Image URL"
456,"Skoda Enyaq 60","Discontinued (September 2023 - June 2024)","C",5,"335 km","173 Wh/km","1.992 kg","8,7 sec","361 km","58,0 kWh","82 kW","1.000 kg","585 L","€133 /km","€44,200","€44,990","£38,970","https://ev-database.org/car/2019/Skoda-Enyaq-60","https://ev-database.org/img/auto/Skoda_Enyaq_iV_2020/Skoda_Enyaq_iV_2020-01-thumb.jpg"
457,"Ford Capri Standard Range RWD","Available to order since July 2024","D",5,"310 km","168 Wh/km","1.914 kg","9,0 sec","348 km","52,0 kWh","85 kW","1.000 kg","572 L","€147 /km","€44,950","€43,350","£42,075","https://ev-database.org/car/2240/Ford-Capri-Standard-Range-RWD","https://ev-database.org/img/auto/Ford_Capri_2024/Ford_Capri_2024-01-thumb.jpg"
458,"Porsche Macan Turbo Electric","Available to order since January 2024","D",5,"470 km","202 Wh/km","2.480 kg","3,3 sec","563 km","95,0 kWh","200 kW","2.000 kg","564 L","€245 /km","€114,600","€121,000","£95,000","https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric","https://ev-database.org/img/auto/Porsche_Macan_Turbo_2024/Porsche_Macan_Turbo_2024-01-thumb.jpg"
459,"Mercedes-Benz EQS 580 4MATIC","Available to order since April 2024","F",5,"640 km","184 Wh/km","2.635 kg","4,4 sec","688 km","118,0 kWh","160 kW","1.700 kg","620 L","€245 /km","€141,705","€171,405","N/A","https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC","https://ev-database.org/img/auto/Mercedes_EQS_2024/Mercedes_EQS_2024-01-thumb.jpg"
460,"Skoda Enyaq 60","Available to order since January 2025","C",5,"355 km","166 Wh/km","2.002 kg","8,1 sec","409 km","59,0 kWh","105 kW","1.000 kg","585 L","€124 /km","€44,400","€42,990","£39,000","https://ev-database.org/car/3096/Skoda-Enyaq-60","https://ev-database.org/img/auto/Skoda_Enyaq_2025/Skoda_Enyaq_2025-01-thumb.jpg"
461,"Renault Zoe R110","Discontinued (March 2018 - December 2019)","B",5,"250 km","164 Wh/km","1.575 kg","11,4 sec","182 km","41,0 kWh","0 kW","0 kg","338 L","€132 /km","€35,900","€35,090","£24,320","https://ev-database.org/car/1128/Renault-Zoe-R110","https://ev-database.org/img/auto/Renault_Zoe_2019/Renault_Zoe_2019-01-thumb.jpg"
462,"Maserati Grecale Folgore","Available to order since January 2024","E",5,"400 km","238 Wh/km","2.555 kg","4,1 sec","402 km","95,0 kWh","110 kW","1.800 kg","535 L","€313 /km","€124,301","€124,600","£109,905","https://ev-database.org/car/1843/Maserati-Grecale-Folgore","https://ev-database.org/img/auto/Maserati_Grecale_Folgore/Maserati_Grecale_Folgore-01-thumb.jpg"
463,"Audi Q8 e-tron Sportback 55 quattro","Discontinued (December 2022 - November 2024)","E",5,"525 km","202 Wh/km","2.585 kg","5,6 sec","543 km","106,0 kWh","144 kW","1.800 kg","590 L","€169 /km","€89,550","€80,990","£83,215","https://ev-database.org/car/1772/Audi-Q8-e-tron-Sportback-55-quattro","https://ev-database.org/img/auto/Audi_Q8-etron-sportback-2023/Audi_Q8-etron-sportback-2023-01-thumb.jpg"
464,"Volvo EC40 Single Motor","Available to order since February 2024","C",5,"360 km","186 Wh/km","2.057 kg","7,3 sec","399 km","67,0 kWh","110 kW","1.500 kg","435 L","€152 /km","€52,690","€50,495","£52,555","https://ev-database.org/car/2123/Volvo-EC40-Single-Motor","https://ev-database.org/img/auto/Volvo_EC40_2025/Volvo_EC40_2025-01-thumb.jpg"
465,"Audi e-tron GT RS performance","Available to order since June 2024","F",4,"525 km","185 Wh/km","2.395 kg","2,5 sec","664 km","97,0 kWh","240 kW","0 kg","427 L","€311 /km","€160,500","€164,990","£142,830","https://ev-database.org/car/2221/Audi-e-tron-GT-RS-performance","https://ev-database.org/img/auto/Audi_e-tron_GT_RS_Performance_2025/Audi_e-tron_GT_RS_Performance_2025-01-thumb.jpg"
466,"Kia EV6 Standard Range 2WD","Discontinued (October 2021 - November 2024)","C",5,"305 km","177 Wh/km","1.875 kg","8,5 sec","377 km","54,0 kWh","140 kW","750 kg","563 L","€148 /km","€46,990","€43,495","N/A","https://ev-database.org/car/1480/Kia-EV6-Standard-Range-2WD","https://ev-database.org/img/auto/Kia_EV6_2021/Kia_EV6_2021-01-thumb.jpg"
467,"Mercedes-Benz EQE SUV 350 4MATIC","Available to order since October 2023","E",5,"435 km","208 Wh/km","2.560 kg","6,6 sec","468 km","90,6 kWh","141 kW","1.800 kg","520 L","€215 /km","€89,548","€99,089","£79,940","https://ev-database.org/car/2047/Mercedes-Benz-EQE-SUV-350-4MATIC","https://ev-database.org/img/auto/Mercedes_EQE_SUV/Mercedes_EQE_SUV-01-thumb.jpg"
468,"Hongqi E-HS9 84 kWh","Available to order since December 2022","F",5,"320 km","239 Wh/km","2.580 kg","6,5 sec","334 km","76,5 kWh","112 kW","1.500 kg","438 L","€219 /km","N/A","€69,995","N/A","https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh","https://ev-database.org/img/auto/Hongqi_E-HS9/Hongqi_E-HS9-01-thumb.jpg"
469,"NIO EL6 Long Range","Available to order since July 2023","E",5,"435 km","207 Wh/km","2.398 kg","4,5 sec","471 km","90,0 kWh","135 kW","1.200 kg","579 L","€174 /km","€74,500","€76,900","N/A","https://ev-database.org/car/1922/NIO-EL6-Long-Range","https://ev-database.org/img/auto/NIO_EL6/NIO_EL6-01-thumb.jpg"
470,"GWM ORA 03 48 kWh","Available to order since January 2024","C",5,"260 km","175 Wh/km","1.615 kg","8,3 sec","247 km","45,4 kWh","45 kW","0 kg","228 L","€123 /km","€26,990","N/A","£31,995","https://ev-database.org/car/2091/GWM-ORA-03-48-kWh","https://ev-database.org/img/auto/ORA_Funky_Cat_2022/ORA_Funky_Cat_2022-01-thumb.jpg"
471,"Dacia Spring Electric","Discontinued (June 2021 - November 2021)","A",4,"160 km","156 Wh/km","1.020 kg","19,1 sec","151 km","25,0 kWh","29 kW","0 kg","300 L","€120 /km","€20,490","€17,890","N/A","https://ev-database.org/car/1319/Dacia-Spring-Electric","https://ev-database.org/img/auto/Dacia_Spring_Electric/Dacia_Spring_Electric-01-thumb.jpg"
472,"NIO EL7 Long Range","Available to order since December 2022","F",5,"430 km","209 Wh/km","2.441 kg","3,9 sec","421 km","90,0 kWh","100 kW","2.000 kg","570 L","€224 /km","€94,900","€97,900","N/A","https://ev-database.org/car/1789/NIO-EL7-Long-Range","https://ev-database.org/img/auto/NIO_EL7/NIO_EL7-01-thumb.jpg"
473,"Volvo EX40 Twin Motor","Available to order since February 2024","C",5,"385 km","205 Wh/km","2.170 kg","4,8 sec","419 km","79,0 kWh","125 kW","1.800 kg","441 L","€164 /km","€59,590","N/A","£57,805","https://ev-database.org/car/2136/Volvo-EX40-Twin-Motor","https://ev-database.org/img/auto/Volvo_EX40_2025/Volvo_EX40_2025-01-thumb.jpg"
474,"Hyundai IONIQ 9 Performance AWD","Available to order from September 2025*","F",7,"470 km","226 Wh/km","2.750 kg","5,2 sec","535 km","106,0 kWh","195 kW","2.500 kg","672 L","€166 /km","* €79,000","* €75,000","* £70,000","https://ev-database.org/car/3069/Hyundai-IONIQ-9-Performance-AWD","https://ev-database.org/img/auto/Hyundai_IONIQ9_2024/Hyundai_IONIQ9_2024-01-thumb.jpg"
475,"Citroen C-Zero","Discontinued (April 2016 - April 2020)","A",4,"85 km","171 Wh/km","1.140 kg","15,9 sec","101 km","14,5 kWh","30 kW","0 kg","166 L","€252 /km","€21,800","€22,360","£17,520","https://ev-database.org/car/1094/Citroen-C-Zero","https://ev-database.org/img/auto/Citroen_C-Zero/Citroen_C-Zero-01-thumb.jpg"
476,"Volkswagen ID.5 GTX","Available to order since October 2023","C",5,"430 km","179 Wh/km","2.242 kg","5,5 sec","477 km","77,0 kWh","120 kW","1.200 kg","549 L","€141 /km","€56,455","€61,490","£55,365","https://ev-database.org/car/2033/Volkswagen-ID5-GTX","https://ev-database.org/img/auto/Volkswagen_ID5_GTX_2024/Volkswagen_ID5_GTX_2024-01-thumb.jpg"
477,"Kia e-Soul 64 kWh","Available to order since September 2022","B",5,"370 km","173 Wh/km","1.757 kg","7,9 sec","343 km","64,0 kWh","64 kW","0 kg","315 L","€122 /km","€47,450","€42,695","£39,075","https://ev-database.org/car/1749/Kia-e-Soul-64-kWh","https://ev-database.org/img/auto/Kia_e-Soul_2023/Kia_e-Soul_2023-01-thumb.jpg"
478,"Mercedes-Benz EQB 300 4MATIC","Discontinued (February 2022 - November 2023)","C",7,"340 km","196 Wh/km","2.175 kg","8,0 sec","350 km","66,5 kWh","100 kW","0 kg","495 L","€181 /km","€55,519","€65,483","£55,310","https://ev-database.org/car/1559/Mercedes-Benz-EQB-300-4MATIC","https://ev-database.org/img/auto/Mercedes_EQB/Mercedes_EQB-01-thumb.jpg"
479,"Peugeot e-2008 50 kWh","Available to order since August 2023","B",5,"270 km","171 Wh/km","1.623 kg","9,9 sec","294 km","46,3 kWh","78 kW","0 kg","434 L","€142 /km","€39,000","€39,270","£32,300","https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh","https://ev-database.org/img/auto/Peugeot_e-2008_2024/Peugeot_e-2008_2024-01-thumb.jpg"
480,"Mercedes-Benz EQS AMG 53 4MATIC+","Available to order since April 2024","F",5,"585 km","202 Wh/km","2.700 kg","3,4 sec","619 km","118,0 kWh","160 kW","1.700 kg","620 L","€293 /km","€155,009","€173,825","£161,860","https://ev-database.org/car/2197/Mercedes-Benz-EQS-AMG-53-4MATICplus","https://ev-database.org/img/auto/Mercedes_EQS_2024/Mercedes_EQS_2024-01-thumb.jpg"
481,"BMW i3 94 Ah","Discontinued (October 2017 - October 2018)","B",4,"165 km","165 Wh/km","1.320 kg","7,3 sec","170 km","27,2 kWh","46 kW","0 kg","260 L","€226 /km","€37,550","€40,412","£29,570","https://ev-database.org/car/1104/BMW-i3-94-Ah","https://ev-database.org/img/auto/BMW_i3_2018/BMW_i3_2018-01-thumb.jpg"
482,"Alfa Romeo Junior Elettrica 54 kWh Veloce","Available to order since June 2024","B",5,"310 km","164 Wh/km","1.635 kg","6,0 sec","327 km","50,8 kWh","85 kW","0 kg","400 L","€156 /km","€48,500","€48,000","£42,295","https://ev-database.org/car/2185/Alfa-Romeo-Junior-Elettrica-54-kWh-Veloce","https://ev-database.org/img/auto/Alfa_Romeo_Junior/Alfa_Romeo_Junior-01-thumb.jpg"
483,"Jaguar I-Pace EV400","Available to order since January 2023","D",5,"380 km","223 Wh/km","2.226 kg","4,8 sec","354 km","84,7 kWh","85 kW","750 kg","532 L","€235 /km","€92,400","€95,450","£69,995","https://ev-database.org/car/1812/Jaguar-I-Pace-EV400","https://ev-database.org/img/auto/Jaguar_I-Pace-2024/Jaguar_I-Pace-2024-01-thumb.jpg"
484,"Audi e-tron Sportback 50 quattro","Discontinued (June 2020 - January 2022)","E",5,"295 km","219 Wh/km","2.445 kg","6,8 sec","315 km","64,7 kWh","114 kW","1.800 kg","615 L","€244 /km","€71,350","€65,100","£69,100","https://ev-database.org/car/1247/Audi-e-tron-Sportback-50-quattro","https://ev-database.org/img/auto/Audi_e-tron_Sportback_2020/Audi_e-tron_Sportback_2020-01-thumb.jpg"
485,"Lucid Air Pure RWD","Available to order since February 2024","F",5,"565 km","163 Wh/km","2.300 kg","4,7 sec","650 km","92,0 kWh","160 kW","0 kg","739 L","€153 /km","€85,000","€88,000","N/A","https://ev-database.org/car/2116/Lucid-Air-Pure-RWD","https://ev-database.org/img/auto/Lucid_Air/Lucid_Air-01-thumb.jpg"
486,"Porsche Macan 4S Electric","Available to order since July 2024","D",5,"485 km","196 Wh/km","2.420 kg","4,1 sec","580 km","95,0 kWh","200 kW","2.000 kg","624 L","€188 /km","€90,700","€96,000","£75,400","https://ev-database.org/car/2244/Porsche-Macan-4S-Electric","https://ev-database.org/img/auto/Porsche_Macan_4S_2024/Porsche_Macan_4S_2024-01-thumb.jpg"
487,"Porsche Taycan Turbo","Discontinued (January 2020 - January 2023)","F",5,"415 km","202 Wh/km","2.380 kg","3,2 sec","528 km","83,7 kWh","216 kW","0 kg","450 L","€367 /km","€156,348","€162,400","£119,900","https://ev-database.org/car/1229/Porsche-Taycan-Turbo","https://ev-database.org/img/auto/Porsche_Taycan_Turbo/Porsche_Taycan_Turbo-01-thumb.jpg"
488,"Volkswagen ID.3 Pure Performance","Discontinued (July 2021 - December 2022)","C",5,"275 km","164 Wh/km","1.781 kg","8,9 sec","300 km","45,0 kWh","72 kW","0 kg","385 L","€128 /km","N/A","€37,990","£28,135","https://ev-database.org/car/1530/Volkswagen-ID3-Pure-Performance","https://ev-database.org/img/auto/Volkswagen_ID3/Volkswagen_ID3-01-thumb.jpg"
489,"Volvo XC40 Recharge Twin Motor","Discontinued (December 2022 - March 2024)","C",5,"385 km","205 Wh/km","2.170 kg","4,8 sec","419 km","79,0 kWh","125 kW","1.800 kg","441 L","€155 /km","€59,950","€59,995","£51,755","https://ev-database.org/car/1798/Volvo-XC40-Recharge-Twin-Motor","https://ev-database.org/img/auto/Volvo_XC40_Recharge_2023/Volvo_XC40_Recharge_2023-01-thumb.jpg"
490,"Audi Q6 e-tron Sportback performance","Available to order since November 2024","D",5,"510 km","186 Wh/km","2.250 kg","6,6 sec","597 km","94,9 kWh","190 kW","2.000 kg","575 L","€144 /km","€71,200","€73,990","£65,975","https://ev-database.org/car/3042/Audi-Q6-e-tron-Sportback-performance","https://ev-database.org/img/auto/Audi_Q6_etron_Sportback_2024/Audi_Q6_etron_Sportback_2024-01-thumb.jpg"
491,"Audi S6 Sportback e-tron","Available to order since September 2024","E",5,"550 km","173 Wh/km","2.400 kg","3,9 sec","666 km","94,9 kWh","200 kW","2.100 kg","529 L","€189 /km","€99,500","€99,990","£97,500","https://ev-database.org/car/2271/Audi-S6-Sportback-e-tron","https://ev-database.org/img/auto/Audi_S6_Sportback_etron_2024/Audi_S6_Sportback_etron_2024-01-thumb.jpg"
492,"Volvo XC40 P8 AWD Recharge","Discontinued (February 2020 - February 2021)","C",5,"335 km","224 Wh/km","2.188 kg","4,9 sec","348 km","75,0 kWh","108 kW","1.500 kg","450 L","€173 /km","€60,437","€55,495","£49,950","https://ev-database.org/car/1188/Volvo-XC40-P8-AWD-Recharge","https://ev-database.org/img/auto/Volvo_XC40_Recharge/Volvo_XC40_Recharge-01-thumb.jpg"
493,"Genesis GV60 Premium","Available to order since June 2022","C",5,"390 km","190 Wh/km","1.975 kg","7,8 sec","487 km","74,0 kWh","200 kW","1.600 kg","432 L","€159 /km","N/A","N/A","£53,905","https://ev-database.org/car/1647/Genesis-GV60-Premium","https://ev-database.org/img/auto/Genesis_GV60/Genesis_GV60-01-thumb.jpg"
494,"Mercedes-Benz EQV 300 Long","Available to order since February 2024","N",7,"315 km","286 Wh/km","2.741 kg","12,1 sec","291 km","90,0 kWh","96 kW","0 kg","1.030 L","€272 /km","€62,010","€88,626","£92,255","https://ev-database.org/car/2131/Mercedes-Benz-EQV-300-Long","https://ev-database.org/img/auto/Mercedes_EQV_2024/Mercedes_EQV_2024-01-thumb.jpg"
495,"Porsche Taycan 4S Plus","Discontinued (April 2020 - January 2023)","F",5,"460 km","182 Wh/km","2.295 kg","4,0 sec","587 km","83,7 kWh","216 kW","0 kg","491 L","€245 /km","€114,389","€120,031","£90,406","https://ev-database.org/car/1238/Porsche-Taycan-4S-Plus","https://ev-database.org/img/auto/Porsche_Taycan_4S/Porsche_Taycan_4S-01-thumb.jpg"
496,"Citroen e-C4","Available to order since October 2024","C",5,"290 km","160 Wh/km","1.536 kg","10,8 sec","317 km","46,3 kWh","78 kW","0 kg","380 L","€113 /km","€31,900","€35,215","£26,890","https://ev-database.org/car/3047/Citroen-e-C4","https://ev-database.org/img/auto/Citroen_e-C4_2024/Citroen_e-C4_2024-01-thumb.jpg"
497,"Volkswagen ID.4 Pure Performance","Discontinued (January 2021 - November 2023)","C",5,"285 km","182 Wh/km","1.965 kg","9,0 sec","301 km","52,0 kWh","70 kW","1.000 kg","543 L","€154 /km","€39,955","€45,390","£40,275","https://ev-database.org/car/1411/Volkswagen-ID4-Pure-Performance","https://ev-database.org/img/auto/Volkswagen_ID4/Volkswagen_ID4-01-thumb.jpg"
498,"Ford Explorer Standard Range RWD","Available to order since July 2024","C",5,"300 km","173 Wh/km","2.008 kg","8,7 sec","333 km","52,0 kWh","85 kW","1.000 kg","536 L","€144 /km","€42,500","€41,450","£39,875","https://ev-database.org/car/2167/Ford-Explorer-Standard-Range-RWD","https://ev-database.org/img/auto/Ford_Explorer_2024/Ford_Explorer_2024-01-thumb.jpg"
499,"BMW i5 eDrive40 Touring","Available to order since February 2025","E",5,"465 km","175 Wh/km","2.255 kg","6,1 sec","529 km","81,2 kWh","136 kW","1.500 kg","570 L","€164 /km","€72,200","€80,665","N/A","https://ev-database.org/car/3115/BMW-i5-eDrive40-Touring","https://ev-database.org/img/auto/BMW_i5_eDrive40_Touring/BMW_i5_eDrive40_Touring-01-thumb.jpg"
500,"Tesla Model X Ludicrous Performance","Discontinued (March 2019 - May 2019)","F",7,"420 km","226 Wh/km","2.572 kg","3,0 sec","413 km","95,0 kWh","100 kW","2.250 kg","unknown","€274 /km","€112,700","€115,920","£101,350","https://ev-database.org/car/1176/Tesla-Model-X-Ludicrous-Performance","https://ev-database.org/img/auto/Tesla_Model_X/Tesla_Model_X-01-thumb.jpg"
